no,adult,530101,38.5,66,28,cool,reduced,?,more_3_sec,extreme_pain,absent,severe,?,?,?,decreased,distend_large,45,8.4,?,?,died,11300,0,0,no,no
yes,adult,534817,39.2,88,20,?,?,pale_cyanotic,less_3_sec,mild_pain,absent,slight,?,?,?,absent,other,50,85,cloudy,2,euthanized,2208,0,0,no,no
no,adult,530334,38.3,40,24,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,?,?,?,normal,normal,33,6.7,?,?,lived,0,0,0,yes,no
yes,young,5290409,39.1,164,84,cold,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,5,decreased,?,48,7.2,serosanguious,5.3,died,2208,0,0,yes,yes
no,adult,530255,37.3,104,35,?,?,dark_cyanotic,more_3_sec,?,?,?,?,?,?,?,?,74,7.4,?,?,died,4300,0,0,no,no
no,adult,528355,?,?,?,warm,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,none,?,decreased,firm,?,?,?,?,lived,0,0,0,no,no
yes,adult,526802,37.9,48,16,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,?,decreased,distend_large,37,7,?,?,lived,3124,0,0,no,yes
yes,adult,529607,?,60,?,cool,?,?,less_3_sec,?,absent,slight,slight,none,?,decreased,distend_small,44,8.3,?,?,died,2208,0,0,no,yes
no,adult,530051,?,80,36,cool,absent,pale_pink,less_3_sec,severe_pain,absent,severe,slight,none,?,decreased,distend_large,38,6.2,?,?,euthanized,3205,0,0,no,yes
no,young,5299629,38.3,90,?,normal,?,normal_pink,less_3_sec,extreme_pain,hypomotile,none,slight,none,?,decreased,?,40,6.2,clear,2.2,lived,0,0,0,yes,no
yes,adult,528548,38.1,66,12,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3,increased,distend_large,44,6,cloudy,3.6,lived,2124,0,0,yes,yes
no,adult,527927,39.1,72,52,warm,?,bright_pink,less_3_sec,depressed,hypermotile,slight,none,none,?,absent,distend_small,50,7.8,?,?,lived,2111,0,0,no,yes
yes,adult,528031,37.2,42,12,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,?,absent,distend_large,?,7,?,?,lived,4124,0,0,no,no
no,young,5291329,38,92,28,normal,normal,bright_pink,less_3_sec,alert,hypomotile,slight,significant,?,7.2,normal,normal,37,6.1,clear,?,died,0,0,0,yes,no
yes,adult,534917,38.2,76,28,cool,normal,normal_pink,less_3_sec,mild_pain,absent,none,slight,less_1_liter,?,absent,distend_small,46,81,clear,2,lived,2112,0,0,no,yes
yes,adult,530233,37.6,96,48,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,?,45,6.8,?,?,died,3207,0,0,no,yes
yes,young,5301219,?,128,36,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,significant,?,?,absent,distend_large,53,7.8,serosanguious,4.7,died,1400,0,0,yes,no
no,adult,526639,37.5,48,24,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,lived,0,0,0,no,no
yes,adult,5290481,37.6,64,21,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,none,none,none,?,increased,distend_large,40,7,clear,?,lived,4205,0,0,yes,yes
no,adult,532110,39.4,110,35,cold,reduced,dark_cyanotic,?,?,hypomotile,moderate,?,?,?,?,?,55,8.7,?,?,lived,0,0,0,no,no
yes,adult,530157,39.9,72,60,normal,normal,bright_red,more_3_sec,extreme_pain,absent,severe,significant,none,?,absent,distend_small,46,6.1,cloudy,?,lived,2111,0,0,no,yes
no,adult,529340,38.4,48,16,normal,?,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.5,absent,firm,49,6.8,?,?,lived,0,0,0,no,no
yes,adult,521681,38.6,42,34,warm,normal,pale_cyanotic,?,depressed,hypomotile,none,?,?,?,normal,?,48,7.2,?,?,lived,3111,0,0,no,yes
yes,young,534998,38.3,130,60,?,reduced,?,less_3_sec,depressed,absent,?,?,?,?,?,?,50,70,?,?,lived,3111,0,0,no,yes
yes,adult,533692,38.1,60,12,cool,reduced,pale_pink,less_3_sec,?,absent,moderate,significant,less_1_liter,2,?,?,51,65,?,?,lived,3111,0,0,no,yes
no,adult,529518,37.8,60,42,?,?,?,less_3_sec,?,?,?,?,?,?,?,?,?,?,?,?,lived,0,0,0,no,no
yes,adult,530526,38.3,72,30,cold,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,none,?,decreased,distend_large,43,7,cloudy,3.9,lived,3111,0,0,yes,yes
yes,adult,528653,37.8,48,12,cool,normal,normal_pink,less_3_sec,?,hypomotile,slight,none,none,?,normal,firm,37,5.5,cloudy,1.3,lived,4122,0,0,yes,no
yes,adult,5279442,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,died,4300,0,0,no,no
no,adult,535415,37.7,48,?,warm,normal,normal_pink,less_3_sec,alert,hypermotile,none,none,none,?,?,?,45,76,?,?,lived,0,0,0,no,no
no,adult,529475,37.7,96,30,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,less_1_liter,4,absent,distend_large,66,7.5,?,?,died,4205,0,0,no,yes
no,adult,530242,37.2,108,12,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,?,more_1_liter,6,decreased,firm,52,8.2,serosanguious,7.4,euthanized,2207,0,0,yes,yes
yes,adult,529427,37.2,60,?,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,?,absent,distend_large,43,6.6,?,?,lived,2209,0,0,no,yes
yes,adult,529663,38.2,64,28,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,?,?,?,?,absent,distend_small,49,8.6,cloudy,6.6,lived,2208,0,0,yes,yes
yes,adult,529796,?,100,30,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,?,absent,distend_small,52,6.6,?,?,lived,1124,0,0,no,yes
no,adult,528812,?,104,24,cold,reduced,pale_pink,more_3_sec,severe_pain,absent,moderate,?,more_1_liter,?,?,other,73,8.4,?,?,euthanized,7111,0,0,no,yes
no,adult,529493,38.3,112,16,?,reduced,bright_red,more_3_sec,?,?,none,none,less_1_liter,?,?,distend_large,51,6,cloudy,1,euthanized,5205,0,0,yes,no
yes,adult,533847,37.8,72,?,?,reduced,?,less_3_sec,extreme_pain,hypomotile,none,?,none,?,normal,normal,56,80,clear,2,lived,3111,0,0,no,yes
no,adult,528996,38.6,52,?,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,?,normal,firm,32,6.6,clear,5,lived,0,0,0,yes,no
yes,young,5277409,39.2,146,96,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,died,2113,0,0,no,yes
yes,adult,529498,?,88,?,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,more_1_liter,?,absent,distend_large,63,6.5,serosanguious,?,died,4205,0,0,no,yes
no,young,5288249,39,150,72,?,?,?,?,?,?,?,?,?,?,?,?,47,8.5,?,0.1,lived,9400,0,0,yes,yes
no,adult,530301,38,60,12,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,none,none,?,increased,other,47,7,?,?,lived,3111,0,0,no,no
yes,adult,534069,?,120,?,cool,absent,pale_cyanotic,less_3_sec,severe_pain,absent,severe,none,none,?,?,distend_large,52,67,cloudy,2,euthanized,3205,0,0,no,yes
yes,adult,535407,35.4,140,24,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,?,slight,none,?,?,distend_large,57,69,serosanguious,2,euthanized,3205,0,0,no,yes
no,adult,529827,?,120,?,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,?,absent,distend_large,60,6.5,serosanguious,?,died,3205,0,0,no,yes
yes,adult,529888,37.9,60,15,cool,?,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,?,absent,distend_large,65,7.5,?,?,lived,2305,0,0,yes,yes
no,adult,529821,37.5,48,16,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,none,none,?,normal,?,37,6.5,?,?,lived,0,0,0,no,no
yes,adult,528890,38.9,80,44,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7,decreased,normal,54,6.5,serosanguious,?,died,7111,0,0,no,yes
no,adult,529642,37.2,84,48,cool,reduced,bright_red,more_3_sec,severe_pain,hypermotile,slight,none,less_1_liter,?,increased,normal,73,5.5,cloudy,4.1,died,4300,0,0,yes,no
no,adult,529766,38.6,46,?,normal,normal,bright_pink,less_3_sec,alert,hypomotile,slight,none,none,?,?,other,49,9.1,clear,1.6,lived,3111,0,0,yes,no
yes,adult,527706,37.4,84,36,normal,?,pale_pink,more_3_sec,mild_pain,hypomotile,slight,?,?,?,absent,distend_large,?,?,serosanguious,?,died,7209,0,0,yes,yes
no,adult,529483,?,?,?,normal,normal,pale_pink,less_3_sec,alert,hypomotile,none,?,?,?,increased,other,43,7.7,?,?,lived,3111,0,0,no,no
no,adult,530544,38.6,40,20,?,?,?,less_3_sec,?,?,?,?,?,?,?,?,41,6.4,?,?,lived,3111,0,0,yes,no
no,adult,529461,40.3,114,36,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7,normal,distend_large,57,8.1,serosanguious,4.5,euthanized,7400,0,0,yes,yes
yes,young,5282839,38.6,160,20,cool,?,bright_red,less_3_sec,mild_pain,hypomotile,severe,significant,?,?,absent,?,38,?,cloudy,?,died,7111,0,0,yes,yes
yes,adult,528872,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24,6.7,?,?,lived,3112,0,0,no,yes
yes,adult,529640,?,64,36,warm,?,bright_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,?,?,?,42,7.7,?,?,died,3209,0,0,no,yes
yes,adult,528298,?,?,20,cold,reduced,pale_pink,?,extreme_pain,absent,moderate,slight,?,?,absent,distend_small,53,5.9,serosanguious,?,died,3205,0,0,yes,yes
no,adult,528904,?,96,?,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,severe,none,less_1_liter,?,absent,distend_large,60,?,?,?,died,4205,0,0,no,yes
no,adult,530438,37.8,48,32,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,?,none,none,?,absent,distend_large,37,6.7,?,?,lived,2124,0,0,no,no
no,adult,527957,38.5,60,?,warm,increased,normal_pink,less_3_sec,alert,normal,slight,slight,none,?,normal,normal,44,7.7,?,?,lived,0,0,0,no,no
yes,adult,528630,37.8,88,22,warm,normal,bright_pink,less_3_sec,mild_pain,?,?,slight,?,?,absent,?,64,8,clear,6,died,3205,0,0,yes,yes
no,adult,534293,38.2,130,16,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,none,none,?,?,?,65,82,cloudy,2,euthanized,2209,1400,0,no,no
yes,adult,529667,39,64,36,cool,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,slight,none,less_1_liter,7,absent,distend_large,44,7.5,serosanguious,5,lived,2113,0,0,yes,yes
yes,adult,534885,?,60,36,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,?,decreased,distend_small,26,72,cloudy,1,lived,2208,0,0,no,yes
no,adult,534784,37.9,72,?,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,none,none,more_1_liter,2,decreased,distend_small,58,74,clear,2,lived,2322,0,0,no,yes
no,adult,528931,38.4,54,24,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,none,?,decreased,other,49,7.2,clear,?,lived,3111,0,0,yes,no
no,adult,529777,?,52,16,normal,?,pale_pink,less_3_sec,?,?,?,slight,more_1_liter,5.5,?,?,55,7.2,?,?,lived,2124,0,0,no,no
no,adult,530276,38,48,12,normal,normal,normal_pink,less_3_sec,alert,hypomotile,?,none,none,?,decreased,other,42,6.3,cloudy,4.1,lived,3111,0,0,yes,no
no,adult,528214,37,60,20,cool,?,?,less_3_sec,mild_pain,?,moderate,slight,less_1_liter,4.5,absent,distend_small,43,7.6,?,?,euthanized,2209,0,0,yes,yes
yes,adult,529424,37.8,48,28,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,?,?,normal,normal,46,5.9,cloudy,7,lived,0,0,0,yes,no
yes,adult,5299253,37.7,56,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,died,2113,0,0,no,yes
yes,adult,528469,38.1,52,24,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,none,slight,more_1_liter,7,normal,?,54,7.5,cloudy,2.6,died,2112,0,0,yes,yes
yes,young,5292929,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37,4.9,?,?,died,11124,0,0,no,yes
yes,young,534092,39.7,100,?,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,?,?,?,?,?,?,48,57,cloudy,2,euthanized,1400,0,0,no,yes
yes,adult,534615,37.6,38,20,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,?,?,?,decreased,?,37,68,?,?,lived,3205,0,0,no,yes
no,adult,534753,38.7,52,20,warm,?,normal_pink,less_3_sec,alert,hypermotile,none,none,none,?,normal,normal,33,77,?,?,lived,0,0,0,no,no
yes,adult,530693,?,?,?,cool,reduced,pale_pink,3,extreme_pain,hypomotile,moderate,significant,less_1_liter,?,absent,distend_large,46,5.9,?,?,died,3025,0,0,no,yes
yes,adult,527463,37.5,96,18,normal,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5,?,distend_small,69,8.9,serosanguious,?,lived,2208,0,0,yes,yes
yes,adult,527518,36.4,98,35,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,?,?,?,absent,distend_small,47,6.4,serosanguious,3.6,died,2205,0,0,yes,yes
yes,adult,534756,37.3,40,?,?,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,none,?,decreased,distend_large,36,?,serosanguious,2,lived,3111,0,0,no,yes
yes,young,5290759,38.1,100,80,cool,normal,bright_pink,less_3_sec,mild_pain,absent,none,?,?,?,normal,?,36,5.7,?,?,lived,3111,0,0,no,yes
yes,adult,5279822,38,?,24,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,?,severe,none,none,?,?,?,68,7.8,?,?,died,3205,0,0,no,yes
yes,adult,529849,37.8,60,80,normal,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,?,less_1_liter,5.5,absent,?,40,4.5,cloudy,?,lived,5206,0,0,yes,yes
no,adult,529304,38,54,30,warm,reduced,pale_pink,3,mild_pain,hypermotile,slight,slight,less_1_liter,?,?,distend_small,45,6.2,?,?,lived,400,0,0,no,no
yes,adult,529388,?,88,40,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,significant,?,?,absent,distend_large,50,7.7,serosanguious,1.4,died,4205,0,0,yes,yes
no,adult,528006,?,40,16,?,?,?,less_3_sec,?,?,?,?,?,?,?,?,50,7,cloudy,3.9,euthanized,2208,0,0,yes,yes
no,adult,529703,39,64,40,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,?,decreased,firm,42,7.5,cloudy,2.3,lived,5000,0,0,yes,no
no,adult,535381,38.3,42,10,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,?,?,?,?,?,38,61,?,?,lived,0,0,0,no,no
no,adult,534197,38,52,16,?,?,?,?,depressed,?,?,?,more_1_liter,1,normal,normal,53,86,?,?,lived,2322,0,0,no,yes
no,adult,529461,40.3,114,36,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7,normal,distend_large,57,8.1,serosanguious,4.5,died,3205,0,0,yes,yes
no,adult,530251,38.8,50,20,cool,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,none,?,decreased,normal,42,6.2,?,?,lived,0,0,0,no,no
no,adult,530310,?,?,?,cool,reduced,normal_pink,less_3_sec,extreme_pain,hypomotile,moderate,none,none,?,absent,distend_large,38,6.5,?,?,died,3205,0,0,no,yes
no,adult,528729,37.5,48,30,cold,normal,pale_pink,less_3_sec,?,normal,none,none,none,?,normal,normal,48,8.6,?,?,lived,0,0,0,no,no
yes,adult,535158,37.3,48,20,?,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,?,decreased,distend_large,41,69,?,?,lived,3205,0,0,no,yes
no,adult,530319,?,84,36,?,?,pale_pink,less_3_sec,?,hypomotile,none,slight,none,?,decreased,other,44,8.5,?,?,lived,3111,0,0,no,yes
yes,adult,534145,38.1,88,32,cool,reduced,pale_cyanotic,less_3_sec,depressed,hypomotile,moderate,?,more_1_liter,1,absent,distend_large,55,60,?,?,euthanized,3205,0,0,no,no
no,adult,534135,37.7,44,40,warm,normal,pale_pink,less_3_sec,alert,hypomotile,slight,none,none,?,normal,distend_large,41,60,?,?,lived,0,0,0,no,no
no,adult,530002,39.6,108,51,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,less_1_liter,?,decreased,distend_large,59,8,cloudy,2.6,lived,4300,0,0,yes,no
yes,adult,535364,38.2,40,16,cool,reduced,normal_pink,less_3_sec,alert,hypomotile,?,?,?,?,normal,normal,34,66,?,?,lived,0,0,0,no,no
yes,adult,534899,?,60,20,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,?,?,none,?,absent,distend_large,?,?,?,?,euthanized,3205,0,0,no,yes
no,adult,534938,38.3,40,16,cool,?,normal_pink,less_3_sec,depressed,?,?,?,?,?,?,?,37,57,?,?,lived,0,0,0,no,no
yes,young,5292489,38,140,68,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,?,?,?,increased,normal,39,5.3,?,?,lived,7111,0,0,no,yes
yes,adult,527563,37.8,52,24,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,more_1_liter,5.7,increased,distend_large,48,6.6,clear,3.7,died,5400,0,0,no,yes
yes,adult,530381,?,70,36,normal,?,pale_pink,more_3_sec,depressed,hypomotile,slight,slight,?,?,absent,distend_large,36,7.3,?,?,lived,31110,0,0,no,yes
yes,adult,528668,38.3,52,96,?,reduced,pale_pink,less_3_sec,?,?,?,none,none,?,normal,?,43,6.1,?,?,lived,3209,0,0,yes,yes
no,adult,529764,37.3,50,32,normal,normal,pale_pink,less_3_sec,alert,hypomotile,slight,?,?,?,normal,?,44,7,?,?,lived,0,0,0,no,no
yes,adult,533696,38.7,60,32,cold,reduced,bright_pink,more_3_sec,severe_pain,absent,severe,?,?,?,absent,distend_large,53,64,serosanguious,2,euthanized,3205,0,0,no,yes
yes,young,5297379,38.4,84,40,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,?,?,?,36,6.6,cloudy,2.8,died,2205,0,0,yes,yes
yes,adult,527544,?,70,16,cool,absent,bright_red,more_3_sec,depressed,hypomotile,slight,slight,none,?,absent,distend_large,60,7.5,?,?,died,2112,0,0,no,yes
yes,adult,533736,38.3,40,16,cool,?,?,less_3_sec,alert,hypomotile,slight,?,?,?,?,?,38,58,clear,2,lived,3111,7111,0,no,yes
yes,adult,534963,?,40,?,warm,normal,normal_pink,less_3_sec,alert,hypomotile,none,none,none,?,?,distend_large,39,56,?,?,lived,3111,0,0,no,yes
yes,adult,527933,36.8,60,28,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,died,3205,0,0,yes,yes
yes,adult,532349,38.4,44,24,cool,?,pale_cyanotic,?,extreme_pain,absent,moderate,slight,none,?,absent,distend_large,50,77,?,?,lived,3205,0,0,no,yes
no,adult,533723,?,?,40,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,?,?,?,?,?,45,70,?,?,lived,0,0,0,no,no
yes,adult,535208,38,44,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,?,absent,distend_large,42,65,?,?,lived,3205,3111,0,no,yes
no,adult,5290482,39.5,?,?,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,?,more_1_liter,5.5,absent,distend_large,?,6.7,clear,?,euthanized,4205,0,0,no,yes
yes,adult,533983,36.5,78,30,normal,?,normal_pink,less_3_sec,extreme_pain,hypomotile,none,?,none,?,?,?,34,75,cloudy,1,lived,3112,6112,0,no,yes
no,adult,535166,38.1,56,20,warm,normal,bright_pink,less_3_sec,alert,hypomotile,none,none,none,?,?,?,46,70,?,?,lived,0,0,0,no,no
yes,adult,528682,39.4,54,66,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,none,none,?,decreased,distend_small,39,6,cloudy,?,lived,2206,0,0,yes,yes
yes,adult,534556,38.3,80,40,?,?,dark_cyanotic,more_3_sec,severe_pain,hypomotile,none,?,less_1_liter,?,normal,distend_small,67,10.2,cloudy,1,euthanized,2208,0,0,no,yes
no,adult,534579,38.7,40,28,warm,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,?,?,?,normal,?,39,62,clear,1,lived,0,0,0,no,no
yes,adult,530360,38.2,64,24,normal,normal,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,none,?,absent,distend_small,45,7.5,clear,2,died,3205,0,0,yes,yes
no,adult,529840,37.6,48,20,cool,normal,pale_cyanotic,less_3_sec,alert,hypermotile,moderate,slight,none,?,normal,normal,37,5.5,?,?,euthanized,2205,0,0,no,yes
yes,adult,528461,38,42,68,cold,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,?,absent,distend_small,41,7.6,?,?,lived,2205,0,0,no,yes
yes,adult,530384,38.7,?,?,cool,normal,pale_pink,less_3_sec,extreme_pain,absent,slight,?,?,?,?,?,33,6.5,cloudy,?,lived,31110,0,0,no,yes
yes,adult,5262541,37.4,50,32,cool,reduced,?,less_3_sec,severe_pain,absent,none,slight,none,?,normal,?,45,7.9,cloudy,1,lived,2208,0,0,yes,yes
yes,adult,535330,37.4,84,20,?,?,pale_pink,less_3_sec,depressed,hypomotile,moderate,?,?,?,?,?,31,61,?,1,euthanized,2208,0,0,no,no
yes,adult,527698,38.4,49,?,?,?,normal_pink,less_3_sec,?,?,none,slight,none,?,?,?,44,7.6,?,?,lived,2206,0,0,no,yes
yes,adult,528964,37.8,30,12,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,died,2113,0,0,no,yes
no,adult,530670,37.6,88,36,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,1.5,?,?,44,6,?,?,died,1400,0,0,no,yes
no,adult,530294,37.9,40,24,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,?,?,?,?,firm,40,5.7,?,?,lived,400,0,0,no,yes
yes,adult,527524,?,100,?,cool,?,pale_cyanotic,more_3_sec,extreme_pain,absent,?,slight,?,?,increased,?,59,6.3,?,?,died,4205,0,0,no,yes
yes,young,5287179,38.1,136,48,cool,reduced,pale_pink,less_3_sec,extreme_pain,hypermotile,moderate,slight,less_1_liter,4.4,increased,?,33,4.9,cloudy,2.9,died,2205,0,0,yes,yes
yes,adult,530693,?,?,?,cool,reduced,pale_pink,more_3_sec,extreme_pain,hypomotile,moderate,significant,less_1_liter,?,absent,distend_large,46,5.9,?,?,died,3025,0,0,no,yes
yes,adult,534324,38,48,?,normal,normal,normal_pink,less_3_sec,alert,normal,severe,slight,less_1_liter,?,absent,distend_large,?,?,?,?,lived,3111,0,0,no,yes
no,adult,532349,38,56,?,normal,increased,pale_pink,less_3_sec,alert,hypermotile,none,none,none,?,normal,normal,42,71,?,?,lived,0,0,0,no,no
no,adult,534491,38,60,32,normal,normal,?,less_3_sec,mild_pain,hypomotile,?,none,none,?,?,?,50,7,clear,1,lived,0,0,0,no,no
yes,adult,529960,38.1,44,9,cool,normal,normal_pink,less_3_sec,depressed,normal,none,none,none,?,absent,distend_large,31,7.3,?,?,lived,5124,0,0,no,no
no,adult,522979,36,42,30,?,?,bright_red,less_3_sec,?,?,?,?,?,?,?,?,64,6.8,?,?,died,1400,0,0,no,no
yes,adult,530402,?,120,?,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,?,?,?,absent,distend_large,57,4.5,serosanguious,3.9,died,3205,0,0,yes,yes
yes,adult,529424,37.8,48,28,normal,normal,normal_pink,more_3_sec,alert,normal,none,slight,?,?,normal,normal,46,5.9,cloudy,7,lived,0,0,0,yes,no
yes,adult,534519,37.1,84,40,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,severe,significant,less_1_liter,2,absent,distend_large,75,81,?,?,euthanized,1400,0,0,no,no
no,adult,535246,?,80,32,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,?,decreased,?,50,80,?,?,lived,0,0,0,no,yes
yes,adult,534115,38.2,48,?,normal,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,none,more_1_liter,2,absent,distend_large,42,71,?,?,lived,3111,0,0,no,yes
no,adult,530001,38,44,12,warm,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,none,less_1_liter,6.5,normal,distend_small,33,6.5,?,?,died,2209,0,0,no,yes
yes,adult,529272,38.3,132,?,?,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.2,absent,distend_small,57,8,?,5.2,lived,2112,0,0,yes,yes
no,adult,535314,38.7,48,24,?,?,?,?,alert,hypermotile,?,none,none,?,normal,?,34,63,?,?,lived,0,0,0,no,no
